x,Delta,eta_C,M,T_ratio
9.968048684103925083e-01,3.141581928659380463e+00,2.131224466191014317e-03,3.333320531395214670e-01,9.978687755338090382e-01
9.968716170270213173e-01,3.141582372768908726e+00,2.086678341305934700e-03,3.333321061511545502e-01,9.979133216586940636e-01
9.969369732316043509e-01,3.141582798487485562e+00,2.043062437893627178e-03,3.333321569675325446e-01,9.979569375621062388e-01
9.970009659897783871e-01,3.141583206576757714e+00,2.000357364996406279e-03,3.333322056795700039e-01,9.979996426350037364e-01
9.970636236678115383e-01,3.141583597766823832e+00,1.958544134565760875e-03,3.333322523744158272e-01,9.980414558654343571e-01
9.971249740448836496e-01,3.141583972757547194e+00,1.917604153137966554e-03,3.333322971356100228e-01,9.980823958468619805e-01
9.971850443251195628e-01,3.141584332219795161e+00,1.877519213679930540e-03,3.333323400432310346e-01,9.981224807863200432e-01
9.972438611493781302e-01,3.141584676796654652e+00,1.838271487603251658e-03,3.333323811740415699e-01,9.981617285123967065e-01
9.973014506068067497e-01,3.141585007104572114e+00,1.799843516939986015e-03,3.333324206016245461e-01,9.982001564830600415e-01
9.973578382461598668e-01,3.141585323734463753e+00,1.762218206680690215e-03,3.333324583965150967e-01,9.982377817933192343e-01
9.974130490868921006e-01,3.141585627252770685e+00,1.725378817267520003e-03,3.333324946263270250e-01,9.982746211827324689e-01
9.974671076300248851e-01,3.141585918202471905e+00,1.689308957242994548e-03,3.333325293558734859e-01,9.983106910427569369e-01
9.975200378687961722e-01,3.141586197104063505e+00,1.653992576047743322e-03,3.333325626472842251e-01,9.983460074239522974e-01
9.975718632990918655e-01,3.141586464456475269e+00,1.619413956967914736e-03,3.333325945601142704e-01,9.983805860430320367e-01
9.976226069296690868e-01,3.141586720737981953e+00,1.585557710225580629e-03,3.333326251514533434e-01,9.984144422897743842e-01
9.976722912921712760e-01,3.141586966407046155e+00,1.552408766211792060e-03,3.333326544760265575e-01,9.984475912337881232e-01
9.977209384509413415e-01,3.141587201903139892e+00,1.519952368857806256e-03,3.333326825862916176e-01,9.984800476311420647e-01
9.977685700126344148e-01,3.141587427647541286e+00,1.488174069143766327e-03,3.333327095325351874e-01,9.985118259308561894e-01
9.978152071356384267e-01,3.141587644044074423e+00,1.457059718738630593e-03,3.333327353629598200e-01,9.985429402812613375e-01
9.978608705393010592e-01,3.141587851479845650e+00,1.426595463772801749e-03,3.333327601237730531e-01,9.985734045362272271e-01
9.979055805129708467e-01,3.141588050325922143e+00,1.396767738737470432e-03,3.333327838592676229e-01,9.986032322612624634e-01
9.979493569248546470e-01,3.141588240938013588e+00,1.367563260509695004e-03,3.333328066119032873e-01,9.986324367394903145e-01
9.979922192306949214e-01,3.141588423657086349e+00,1.338969022500239485e-03,3.333328284223797122e-01,9.986610309774998084e-01
9.980341864822718234e-01,3.141588598809995858e+00,1.310972288921257670e-03,3.333328493297124662e-01,9.986890277110787029e-01
9.980752773357292051e-01,3.141588766710058156e+00,1.283560589173715454e-03,3.333328693713008550e-01,9.987164394108263288e-01
9.981155100597358665e-01,3.141588927657612995e+00,1.256721712347515750e-03,3.333328885829952015e-01,9.987432782876526360e-01
9.981549025434764966e-01,3.141589081940562966e+00,1.230443701837407753e-03,3.333329069991612381e-01,9.987695562981626640e-01
9.981934723044830760e-01,3.141589229834888641e+00,1.204714850067606325e-03,3.333329246527419465e-01,9.987952851499323215e-01
9.982312364963047413e-01,3.141589371605141956e+00,1.179523693326491735e-03,3.333329415753156777e-01,9.988204763066734770e-01
9.982682119160223300e-01,3.141589507504914724e+00,1.154859006706834574e-03,3.333329577971527180e-01,9.988451409932931346e-01
9.983044150116079374e-01,3.141589637777304489e+00,1.130709799151533718e-03,3.333329733472705780e-01,9.988692902008484698e-01
9.983398618891384801e-01,3.141589762655336404e+00,1.107065308598638139e-03,3.333329882534846189e-01,9.988929346914013907e-01
9.983745683198562704e-01,3.141589882362386899e+00,1.083914997230268689e-03,3.333330025424586784e-01,9.989160850027697380e-01
9.984085497470903681e-01,3.141589997112582910e+00,1.061248546816078841e-03,3.333330162397518115e-01,9.989387514531838930e-01
9.984418212930332714e-01,3.141590107111182029e+00,1.039055854155049091e-03,3.333330293698651414e-01,9.989609441458450201e-01
9.984743977653817160e-01,3.141590212554945083e+00,1.017327026609504692e-03,3.333330419562851588e-01,9.989826729733904953e-01
9.985062936638391395e-01,3.141590313632482534e+00,9.960523777328728501e-04,3.333330540215256321e-01,9.990039476222669634e-01
9.985375231864869194e-01,3.141590410524595089e+00,9.752224229864667974e-04,3.333330655871677428e-01,9.990247775770135785e-01
9.985681002360242697e-01,3.141590503404596557e+00,9.548278755455333160e-04,3.333330766738996642e-01,9.990451721244545391e-01
9.985980384258809073e-01,3.141590592438622931e+00,9.348596421913240055e-04,3.333330873015522000e-01,9.990651403578086898e-01
9.986273510862048175e-01,3.141590677785932151e+00,9.153088192876616784e-04,3.333330974891354215e-01,9.990846911807121922e-01
9.986560512697260084e-01,3.141590759599185212e+00,8.961666888418600698e-04,3.333331072548719742e-01,9.991038333111580405e-01
9.986841517575013594e-01,3.141590838024724608e+00,8.774247146457813751e-04,3.333331166162300518e-01,9.991225752853543085e-01
9.987116650645411209e-01,3.141590913202826130e+00,8.590745384973529726e-04,3.333331255899538159e-01,9.991409254615026825e-01
9.987386034453202832e-01,3.141590985267967095e+00,8.411079764995295751e-04,3.333331341920954261e-01,9.991588920235003890e-01
9.987649788991759259e-01,3.141591054349045731e+00,8.235170154368521645e-04,3.333331424380408525e-01,9.991764829845630747e-01
9.987908031755959870e-01,3.141591120569628082e+00,8.062938092250514699e-04,3.333331503425397968e-01,9.991937061907749662e-01
9.988160877793957892e-01,3.141591184048165175e+00,7.894306754367519212e-04,3.333331579197312267e-01,9.992105693245630915e-01
9.988408439757918700e-01,3.141591244898197299e+00,7.729200918964405096e-04,3.333331651831681341e-01,9.992270799081036659e-01
9.988650827953698963e-01,3.141591303228568055e+00,7.567546933470644397e-04,3.333331721458426267e-01,9.992432453066528719e-01
9.988888150389497733e-01,3.141591359143610873e+00,7.409272681860348516e-04,3.333331788202085755e-01,9.992590727318140242e-01
9.989120512823514986e-01,3.141591412743341749e+00,7.254307552682275149e-04,3.333331852182046529e-01,9.992745692447316808e-01
9.989348018810639829e-01,3.141591464123631106e+00,7.102582407745151958e-04,3.333331913512744271e-01,9.992897417592255804e-01
9.989570769748155055e-01,3.141591513376384093e+00,6.954029551466556908e-04,3.333331972303882895e-01,9.993045970448534154e-01
9.989788864920520206e-01,3.141591560589696908e+00,6.808582700843393391e-04,3.333332028660619950e-01,9.993191417299157608e-01
9.990002401543222055e-01,3.141591605848018443e+00,6.666176956051596183e-04,3.333332082683758135e-01,9.993333823043948350e-01
9.990211474805725800e-01,3.141591649232299943e+00,6.526748771652803038e-04,3.333332134469925712e-01,9.993473251228347509e-01
9.990416177913538087e-01,3.141591690820145111e+00,6.390235928396856106e-04,3.333332184111755803e-01,9.993609764071602619e-01
9.990616602129409607e-01,3.141591730685936223e+00,6.256577505609823469e-04,3.333332231698035719e-01,9.993743422494391071e-01
9.990812836813680597e-01,3.141591768900984238e+00,6.125713854153145860e-04,3.333332277313886816e-01,9.993874286145847385e-01
9.991004969463799235e-01,3.141591805533638926e+00,5.997586569944802354e-04,3.333332321040894941e-01,9.994002413430054244e-01
9.991193085753024006e-01,3.141591840649426093e+00,5.872138468027814908e-04,3.333332362957274753e-01,9.994127861531970636e-01
9.991377269568321173e-01,3.141591874311155497e+00,5.749313557180770525e-04,3.333332403138002942e-01,9.994250686442819331e-01
9.991557603047490632e-01,3.141591906579036309e+00,5.629057015048720327e-04,3.333332441654947020e-01,9.994370942984951434e-01
9.991734166615516832e-01,3.141591937510785915e+00,5.511315163795487727e-04,3.333332478577000768e-01,9.994488684836204673e-01
9.991907039020178072e-01,3.141591967161729393e+00,5.396035446254747545e-04,3.333332513970206357e-01,9.994603964553746556e-01
9.992076297366907500e-01,3.141591995584900765e+00,5.283166402583515733e-04,3.333332547897866482e-01,9.994716833597416805e-01
9.992242017152941358e-01,3.141592022831141140e+00,5.172657647397354468e-04,3.333332580420668712e-01,9.994827342352602395e-01
9.992404272300757784e-01,3.141592048949182647e+00,5.064459847381749076e-04,3.333332611596783179e-01,9.994935540152619646e-01
9.992563135190838386e-01,3.141592073985743916e+00,4.958524699357509799e-04,3.333332641481974723e-01,9.995041475300642242e-01
9.992718676693731483e-01,3.141592097985605125e+00,4.854804908818066591e-04,3.333332670129697806e-01,9.995145195091182933e-01
9.992870966201464755e-01,3.141592120991694159e+00,4.753254168901737157e-04,3.333332697591193106e-01,9.995246745831098956e-01
9.993020071658301751e-01,3.141592143045158547e+00,4.653827139806899159e-04,3.333332723915576890e-01,9.995346172860192224e-01
9.993166059590872230e-01,3.141592164185447178e+00,4.556479428627272887e-04,3.333332749149936491e-01,9.995443520571372087e-01
9.993308995137665240e-01,3.141592184450370695e+00,4.461167569614159483e-04,3.333332773339406363e-01,9.995538832430385101e-01
9.993448942077920449e-01,3.141592203876176992e+00,4.367849004844770347e-04,3.333332796527253561e-01,9.995632150995155119e-01
9.993585962859926619e-01,3.141592222497611164e+00,4.276482065287597338e-04,3.333332818754952132e-01,9.995723517934713698e-01
9.993720118628710569e-01,3.141592240347979015e+00,4.187025952276954375e-04,3.333332840062258051e-01,9.995812974047721955e-01
9.993851469253182129e-01,3.141592257459211002e+00,4.099440719354369676e-04,3.333332860487287497e-01,9.995900559280644915e-01
9.993980073352702886e-01,3.141592273861912865e+00,4.013687254493793167e-04,3.333332880066570136e-01,9.995986312745506197e-01
9.994105988323095380e-01,3.141592289585420694e+00,3.929727262706495818e-04,3.333332898835124625e-01,9.996070272737292983e-01
9.994229270362132711e-01,3.141592304657859103e+00,3.847523248989325514e-04,3.333332916826521886e-01,9.996152476751011262e-01
9.994349974494481925e-01,3.141592319106188302e+00,3.767038501645925759e-04,3.333332934072943954e-01,9.996232961498353609e-01
9.994468154596142240e-01,3.141592332956250289e+00,3.688237075940564301e-04,3.333332950605237821e-01,9.996311762924058320e-01
9.994583863418373681e-01,3.141592346232817246e+00,3.611083778098624552e-04,3.333332966452972057e-01,9.996388916221901066e-01
9.994697152611118351e-01,3.141592358959636844e+00,3.535544149644188482e-04,3.333332981644493986e-01,9.996464455850355701e-01
9.994808072745956506e-01,3.141592371159472652e+00,3.461584452052517353e-04,3.333332996206974097e-01,9.996538415547947531e-01
9.994916673338571922e-01,3.141592382854145882e+00,3.389171651728225708e-04,3.333333010166461552e-01,9.996610828348272415e-01
9.995023002870747630e-01,3.141592394064574911e+00,3.318273405301443721e-04,3.333333023547925822e-01,9.996681726594698336e-01
9.995127108811923122e-01,3.141592404810809036e+00,3.248858045216119995e-04,3.333333036375297209e-01,9.996751141954783870e-01
9.995229037640278591e-01,3.141592415112070213e+00,3.180894565635745681e-04,3.333333048671522358e-01,9.996819105434363584e-01
9.995328834863413947e-01,3.141592424986784149e+00,3.114352608621417723e-04,3.333333060458593677e-01,9.996885647391378082e-01
9.995426545038554877e-01,3.141592434452612270e+00,3.049202450625691156e-04,3.333333071757592636e-01,9.996950797549374323e-01
9.995522211792388090e-01,3.141592443526486367e+00,2.985414989235682446e-04,3.333333082588732510e-01,9.997014585010763899e-01
9.995615877840450247e-01,3.141592452224635679e+00,2.922961730215554109e-04,3.333333092971383360e-01,9.997077038269783777e-01
9.995707585006124996e-01,3.141592460562617539e+00,2.861814774810755011e-04,3.333333102924115887e-01,9.997138185225189488e-01
9.995797374239240307e-01,3.141592468555345796e+00,2.801946807318987415e-04,3.333333112464733072e-01,9.997198053192681844e-01
9.995885285634297235e-01,3.141592476217117458e+00,2.743331082912504556e-04,3.333333121610298488e-01,9.997256668917088307e-01
9.995971358448287880e-01,3.141592483561634896e+00,2.685941415729323971e-04,3.333333130377170161e-01,9.997314058584271246e-01
9.996055631118176965e-01,3.141592490602037380e+00,2.629752167193907873e-04,3.333333138781032212e-01,9.997370247832806367e-01
9.996138141277997047e-01,3.141592497350915281e+00,2.574738234596383470e-04,3.333333146836911509e-01,9.997425261765404692e-01
9.996218925775600672e-01,3.141592503820339832e+00,2.520875039899029939e-04,3.333333154559218747e-01,9.997479124960101382e-01
9.996298020689056152e-01,3.141592510021882667e+00,2.468138518784298002e-04,3.333333161961764546e-01,9.997531861481216975e-01
9.996375461342702495e-01,3.141592515966637134e+00,2.416505109928283380e-04,3.333333169057791645e-01,9.997583494890072142e-01
9.996451282322879051e-01,3.141592521665235171e+00,2.365951744494315515e-04,3.333333175859992115e-01,9.997634048255505945e-01
9.996525517493319857e-01,3.141592527127870849e+00,2.316455835849112396e-04,3.333333182380533444e-01,9.997683544164149838e-01
9.996598200010226032e-01,3.141592532364311907e+00,2.267995269495789914e-04,3.333333188631075195e-01,9.997732004730504052e-01
9.996669362337032849e-01,3.141592537383926853e+00,2.220548393210650541e-04,3.333333194622798423e-01,9.997779451606788603e-01
9.996739036258873723e-01,3.141592542195692950e+00,2.174094007382129906e-04,3.333333200366421223e-01,9.997825905992617779e-01
9.996807252896712237e-01,3.141592546808217534e+00,2.128611355572138173e-04,3.333333205872216487e-01,9.997871388644428148e-01
9.996874042721228815e-01,3.141592551229749120e+00,2.084080115244145751e-04,3.333333211150031339e-01,9.997915919884756697e-01
9.996939435566366550e-01,3.141592555468198267e+00,2.040480388714176901e-04,3.333333216209306560e-01,9.997959519611285817e-01
9.997003460642646111e-01,3.141592559531143358e+00,1.997792694260911101e-04,3.333333221059089913e-01,9.998002207305738409e-01
9.997066146550154242e-01,3.141592563425854134e+00,1.955997957452184385e-04,3.333333225708059455e-01,9.998044002042548728e-01
9.997127521291303553e-01,3.141592567159296134e+00,1.915077502623361932e-04,3.333333230164527428e-01,9.998084922497376681e-01
9.997187612283295888e-01,3.141592570738145351e+00,1.875013044557467660e-04,3.333333234436463566e-01,9.998124986955443383e-01
9.997246446370344763e-01,3.141592574168803775e+00,1.835786680322186502e-04,3.333333238531510645e-01,9.998164213319677973e-01
9.997304049835635809e-01,3.141592577457409607e+00,1.797380881285481934e-04,3.333333242456995027e-01,9.998202619118714551e-01
9.997360448413039613e-01,3.141592580609842145e+00,1.759778485293836512e-04,3.333333246219934431e-01,9.998240221514705928e-01
9.997415667298582553e-01,3.141592583631741764e+00,1.722962689015986927e-04,3.333333249827061251e-01,9.998277037310984161e-01
9.997469731161668927e-01,3.141592586528512143e+00,1.686917040448748643e-04,3.333333253284825881e-01,9.998313082959551235e-01
9.997522664156085481e-01,3.141592589305334915e+00,1.651625431572262021e-04,3.333333256599413930e-01,9.998348374568426511e-01
9.997574489930760588e-01,3.141592591967178105e+00,1.617072091165702534e-04,3.333333259776754542e-01,9.998382927908835427e-01
9.997625231640311361e-01,3.141592594518801018e+00,1.583241577767457943e-04,3.333333262822530396e-01,9.998416758422231654e-01
9.997674911955364285e-01,3.141592596964768447e+00,1.550118772784896907e-04,3.333333265742188800e-01,9.998449881227214897e-01
9.997723553072659364e-01,3.141592599309455114e+00,1.517688873751438662e-04,3.333333268540952798e-01,9.998482311126248856e-01
9.997771176724955522e-01,3.141592601557054554e+00,1.485937387712357879e-04,3.333333271223826721e-01,9.998514062612288145e-01
9.997817804190712865e-01,3.141592603711585774e+00,1.454850124762956250e-04,3.333333273795608398e-01,9.998545149875237570e-01
9.997863456303583973e-01,3.141592605776905245e+00,1.424413191713498725e-04,3.333333276260901923e-01,9.998575586808285953e-01
